azimuth,azimuth_stdev,elevation,elevation_stdev,distance,distance_stdev,sequence,sample_index
4.950286865234375,2.4041025638580322,10.900910377502441,1.0826338529586792,6.188720703125,0,9342,166
5.566986083984375,2.34413480758667,12.07070255279541,1.4388338327407837,6.103940963745117,0,9343,167
7.0434417724609375,2.4830737113952637,13.13951301574707,1.9550111293792725,6.112273216247559,0,9344,168
8.70756530761719,2.8665847778320312,14.241510391235352,2.55318832397461,6.101826190948486,0,9345,169
10.923095703125,3.4922215938568115,13.930463790893555,2.844618082046509,5.98507022857666,0,9346,170
12.272979736328125,3.1693642139434814,16.735666275024414,3.7032017707824707,5.927199363708496,0,9347,171
13.233367919921875,3.842832326889038,18.10881233215332,4.494547367095947,5.9173150062561035,0,9348,172
13.841094970703125,4.40385389328003,18.751808166503906,4.6752190589904785,5.9173150062561035,0,9349,173
15.91552734375,5.115033149719238,18.126741409301758,4.381496906280518,5.86262035369873,0,9350,174
18.02655029296875,5.713845252990723,19.101829528808594,4.18227243423462,5.852735996246338,0,9351,175
19.193572998046875,5.85675573348999,19.835773468017578,3.90210747718811,5.8792405128479,0,9352,176
22.663848876953125,6.270485877990723,19.592830657958984,3.486600875854492,5.870413303375244,0,9353,177
26.128448486328125,7.044904708862305,21.000877380371094,3.2457704544067383,5.803168296813965,0,9354,178
28.856277465820312,7.8926239013671875,19.10124397277832,2.714582681655884,5.810572624206543,0,9355,179
28.761001586914062,8.24268436431885,17.690853118896484,1.6820383071899414,5.9023237228393555,0,9356,180
29.006927490234375,8.210657119750977,16.309518814086914,1.801042079925537,5.96805238723755,0,9357,181
28.235443115234375,7.65296506881714,15.6203031539917,2.267615795135498,5.937147617340088,0,9358,182
27.754806518554688,6.57187557220459,15.953511238098145,2.524050712585449,5.91005039215088,0,9359,183
29.540496826171875,5.563251972198486,13.944937705993652,3.15410327911377,5.92624044418335,0,9360,184
28.934616088867188,4.385252952575684,15.513025283813477,3.233462333679199,5.933645248413086,0,9361,185
6.5478973388671875,9.05584239959717,15.133453369140625,3.14996862411499,5.940617084503174,0,9362,186
-3.0150604248046875,14.858375549316406,15.584373474121094,2.9218995571136475,5.88936424255371,0,9363,187
-8.77729797363281,19.6792049407959,14.544609069824219,2.0837759971618652,5.8333516120910645,0,9364,188
-8.82008361816406,22.33440399169922,15.042624473571777,1.4179097414016724,5.792601108551025,0,9365,189
-7.3188629150390625,23.35307502746582,13.833300590515137,1.1451441049575806,5.75971794128418,0,9366,190
-5.79931640625,23.0228271484375,13.550714492797852,1.1858344078063965,5.721407890319824,0,9367,191
-4.9107208251953125,21.6923942565918,11.689292907714844,1.7699038982391357,5.66182279586792,0,9368,192
-4.0160980224609375,19.2783145904541,9.790038108825684,2.564628839492798,5.649102687835693,0,9369,193
-3.804962158203125,14.717432975769043,7.692816257476807,3.7314765453338623,5.626641750335693,0,9370,194
-3.13427734375,5.6771821975708,8.2377986907959,4.128989219665527,5.595736503601074,0,9371,195
-2.153411865234375,3.126946210861206,7.775992393493652,4.38454246520996,5.573275089263916,0,9372,196
-1.919769287109375,3.295429229736328,6.891807556152344,4.4275922775268555,5.552217483520508,0,9373,197
-2.0314788818359375,3.0266542434692383,7.221991062164307,4.303269863128662,5.52319860458374,0,9374,198
-2.126373291015625,2.3719301223754883,6.825621604919434,3.7912497520446777,5.517413139343262,0,9375,199
-2.1148681640625,1.7871702909469604,7.515189170837402,3.1492342948913574,5.506900787353516,0,9376,200
-2.638519287109375,1.3449485301971436,8.636194229125977,2.0923073291778564,5.484439849853516,0,9377,201
-2.444244384765625,0.9838271737098694,8.11775016784668,1.23620080947876,5.472491264343262,0,9378,202
-2.3447265625,0.7612200379371643,8.28556537628174,0.8508435487747192,5.459770679473877,0,9379,203
-2.3312530517578125,0.4589676558971405,8.058899879455566,0.8634748458862305,5.442394733428955,0,9380,204
-2.1409149169921875,0.275329202413559,7.80020570755005,0.8319146633148193,5.427123069763184,0,9381,205
-2.757568359375,0.347847431898117,7.64741611480713,0.8317413926124573,5.421696662902832,0,9382,206
-2.0724639892578125,0.3251015543937683,7.421998023986816,0.7495638728141785,5.404320240020752,0,9383,207
-1.33221435546875,0.5058082342147827,6.569772720336914,0.890637755393982,5.38038682937622,0,9384,208
-1.0211639404296875,0.710200548171997,6.15289068222046,1.0632123947143555,5.386172771453857,0,9385,209
-0.01025390625,1.11801278591156,7.906991004943848,1.0688191652297974,5.392335891723633,0,9386,210
0.4447784423828125,1.4167174100875854,7.20608901977539,0.968275249004364,5.379615783691406,0,9387,211
1.1815032958984375,1.7528012990951538,6.974660396575928,0.94602632522583,5.354137420654297,0,9388,212
0.516143798828125,1.8070342540740967,6.38604974746704,0.933707356452942,5.354137897491455,0,9389,213
0.665008544921875,1.7973324060440063,7.059834003448486,0.837400257587433,5.348710536956787,0,9390,214
1.3144378662109375,1.8210902214050293,6.857091426849365,0.7709965705871582,5.31780481338501,0,9391,215
